,sentence,author,char_length
163,one warriors congregated listening intently heard nothing within chamber slipping leg sill entered dark interior utmost stealth tiptoeing across room find door might look adjoining chamber suddenly arrested foot touched soft body froze rigidity hand upon long sword body moved iv tavia occasions life every man becomes impressed evidence existence extraneous power guides acts sometimes described hand providence explained hypothesis sixth sense transports part brain controls actions perceptions objectively aware account one may fact remains stood night dark chamber ancient palace deserted city hesitated thrust sword soft body moving feet might reasonable logical course pursue instead pressed sword point firmly,Edgar Rice Burroughs,716
164,opening ports way could see navigate ship plan blocked disappointed would give hope quietly tried forward hatch locked upon inside made way swiftly silently hatch start jhama full speed doubtless lost felt forced risk chance already jhama motion laid hand upon hatch cover time neither silent gentle heaved vigorously hatch opened instant hesitate jhama leaped forward full speed dropped hatchway interior craft struck deck tul axtar heard wheeling controls face recognized think never beheld expression mingled astonishment hatred fear convulsed features feet lay tavia quietly still thought dead tul axtar reached pistol mine led cleaner life tul axtar mind muscles,Edgar Rice Burroughs,667
165,spies need think said tavia matter might find place leave us remain place slave master say tavia slave slave girl replied must someone s slave prefer touched loyalty like think tavia slave yet however much might loathe idea fact remained one give freedom tavia said smiled want decided remain done deciding wish learn navigating jhama may way may help tavia s knowledge aerial navigation made task instructing simple indeed fact trouble whatsoever handling craft phao also manifested interest long took turn controls tavia insisted upon inducted mysteries disintegrating ray rifle long saw towers tul axtar s capital sighted oneman scout,Edgar Rice Burroughs,637
166,perhaps offer sufficient disguise permit us reach one upper levels least without intimate knowledge pits useless us try seek escape ground right said moments later emerged corridors intents purposes two warriors guard haj osis jed tjanath believing certain point boldness demeanor would best safeguard detection led way toward ground level palace without attempting way resort stealth secrecy many warriors main entrance palace told nur without knowing something regulations governing coming going inmates building would suicidal attempt reach avenue beyond palace route suggest asked ground level palace busy place people coming going constantly corridors doubtless upper levels less frequented let us,Edgar Rice Burroughs,702
167,oppress today countless millions clamoring war realizing victory means loot loot means food riches already tul axtar commands army vast proportions fate barsoom might readily lie palm hand single obstacle asked tul axtar coward replied nur fulfilled dream manpower afraid use lest accident fate military plans fail troops meet defeat therefore waited urged scientists jahar produce weapon would far superior destructive power anything possessed nation barsoom armies would invincible years best minds jahar labored problem last one eminent scientists old man named phor tak developed rifle amazing properties success phor tak aroused jealousies scientists though old man given tul axtar,Edgar Rice Burroughs,686
168,came quite near stopped snorted angrily must caught scent realized even race accustomed exerted fullest extent every power mind stood shaking ugly head fro snarling lips baring great fangs beyond could see thoats attracted actions looking toward us moving restlessly always drawing closer discover start squeal first always ready sign easily aroused anger knew riders upon time since nervous irritable nature thoat watchdog well beast burden green barsoomians moment beast selected hesitated though undecided whether retreat charge neither instead came slowly backed gate vaulted corridor beyond followed better expected permitted compel lie girl able mount ease us lay long vaulted,Edgar Rice Burroughs,682
169,strength weight construction hull oneman scout flier easily attains speed two thousand haads per zode note approximately three hundred miles per hour could withstood tremendous strain powerful motor though would easy increased power one speed simple expedient longer propeller shaft carrying additional number armature bearings experimenting new motor hastor last year attempt made drive scout flier exceptional speed thirtythree hundred haads per zode note approximately five hundred miles per hour haad earth feet zode earth hours ship attained speed three thousand haads per zode torn pieces motor trying attain greatest strength minimum weight engineers succeed shall see speed increased sure,Edgar Rice Burroughs,696
170,obtain milk plants left palace hurriedly opportunity supply provisions mantalia grove unusually large one plants grew height eight twelve sofads grove offered excellent protection observation difficulty finding landing place well within confines order prevent detection ran plane among concealing foliage two overarching mantalias set obtaining supply milk near objects never appear attractive distant wandered little distance flier found plants seemed offer sufficiently copious supply rich milk band green warriors also entered grove procure milk tapping tree selected one discovered moment later captured questions became assured seen enter grove knew nothing presence flier must portion grove thickly overhung foliage approaching making,Edgar Rice Burroughs,740
171,dispatched subdue province people numerous conquered army ate warriors time farms ruined seed developed taste human flesh wished till ground set upon bands roving men devoured hundred years feeding upon one another longer populace province wasteland inhabited roving bands searching one another may eat shuddered recital obvious must escape accursed place rapidly possible asked tavia knew location ugor told lay southeast jahar thousand haads two thousand haads southwest xanator saw would useless attempt reach helium journey foot could accomplished would require years nearest friendly city toward could turn gathol estimated lay seven thousand haads almost due north possibility reaching gathol,Edgar Rice Burroughs,698
172,captured young trained perform intelligent taught almost anything man lies within range limited reasoning capacity man however never able subdue ferocious nature always dangerous animals handle probably accounts even intelligence interest displayed large audiences unfailingly attract hastor paid good price see one found position gladly pay good deal see one noise making shaft beneath appeared determined free show free meal hurling best could trap door stood misgivings presently allayed realized even vast strength white ape could avail still staunch sturdy skeel ancient door finally convinced could come avenue set taking stock situation circling tower examined outward architecture simple expedient leaning,Edgar Rice Burroughs,713
173,find said necessity arises use good said follow keep close careful survey courtyard window chamber overlooking revealed twenty huge thoats green warriors evidence felt perfectly secure enemies thoats congregated far end courtyard lain night balance moving restlessly habit across courtyard us end stood pair massive gates far could determine barred opening courtyard large enough admit thoat assumed beyond lay alley leading one avenues nearby reach gates unobserved thoats first step plan better decided seek apartment near gate either side saw windows similar looking therefore motioning companion follow returned corridor groping darkness made way along third apartment explored found window letting,Edgar Rice Burroughs,702
174,upon mars upon earth remarkable thing one considers constant battle survival marked characteristic life upon barsoom waging continual battle nature slowly diminishing already scant atmosphere birth death constantly faced stern necessity defending enemy nations race great hordes roving green warriors dead sea bottom within walls cities countless professional assassins whose calling well recognized localities organized guilds notwithstanding grim realities contend red martians happy social people games dances songs social life great capital barsoom gay magnificent may found rich capitals earth brave noble generous people indicated fact neither john carter ulysses paxton would return earth might return tale paxton across fortythree,Edgar Rice Burroughs,738
175,confined pits beneath palace today died death killed two warriors sent fetch us trying find way palace looking girl tavia asked yes said looking made prisoner time perhaps help said phao perhaps added wistfully may escape together shall escape without phao said nur ancestors good last said girl tavia asked east tower replied phao lead us tell us may reach asked would good lead replied door locked guards stand another way asked know keys said know things prove helpful may ancestors protect reward phao said tell may find keys shall lead place replied shall stand better chance succeed many us,Edgar Rice Burroughs,596
176,replied door locked guards stand another way asked know keys said know things prove helpful may ancestors protect reward phao said tell may find keys shall lead place replied shall stand better chance succeed many us therefore suggest nur remain shall place hiding found lead prisoner possible make way back apartment charge regular hours twice day night morning visit apartment little prince hide feed long time perhaps eventually shall able evolve feasible plan escape hands phao said nur fighting though like accompany hadron succeed fighting replied girl stepped quickly across room door opened revealing large closet nur said must remain,Edgar Rice Burroughs,642
177,slavery jahar know could guess enigma far traveled direction know night long since passed sun high became aware tul axtar bringing ship presently purring motor ceased ship came stop leaving controls walked back lay arrived ugor said shall set liberty first give strange thing rendered invisible palace cloak invisibility learned could told seemed one explanation every fiber shrank even considering rolled small ball tucked bottom pocket pouch sheer silk permitting compressed small space took gag mouth return palace jahar said look upon floor beneath window apartment occupied sanoma tora find welcome far concerned served purpose well leave demanded great hurry,Edgar Rice Burroughs,664
178,three great battleships take final dive least four others drifting helplessly wind ships mighty armada swinging action far could see coming north south west seemed end last realized miracle could give victory helium accordance suggestion fleet holding concentrating fire big guns upon nearer ship jahar constantly seeking keep deadly rifles range fell work grim work god battle allotted us one one twenty great battleships surrendered deserted decks us worked counted fully many destroyed guns warlord prosecution work compelled destroy least half dozen small craft scout fliers light cruisers racing erratically among remaining ships jaharian fleet carrying consternation doubtless terror hearts,Edgar Rice Burroughs,696
179,grotesque shrub one varieties somehow find sustenance arid wasteland silent deserted courtyards looked gorgeous gardens another happier day roof building fallen part remained intact dreaming doubtless wealth beauty known days yore imagination could see gorgeous sleeping silks furs spread sunlight women idled beneath gay canopies silks jeweled harnesses scintillating move bodies saw pennons waving countless thousands staffs great ships anchor harbor rose fell undulations restless sea swaggering sailors upon avenues burly fighting men doors every palace ah picture imagination conjured deathlike silence deserted city long swinging circle brought courtyard splendid palace faced upon city s great central square eyes beheld,Edgar Rice Burroughs,727
180,discern manner creatures saw naked savages tangled unkempt hair filthy bodies degraded faces wild light eyes snarling lips exposing yellow fangs stealthy slinking carriage gave appearance wild beasts men armed swords carried hands neither harness scabbard halted short distance us eyeing us hungrily doubtless hungry flabby bellies suggested went often empty gorged meat fell lot sufficient quantities tonight three hoped gorge could see eyes whispered together low tones minutes separated circled us evident intended rush us different points simultaneously ll carry battle tavia whispered taken positions around us shall give word shall rush one front try dispatch others set upon,Edgar Rice Burroughs,681
181,interest nevertheless pleasing since might degree pursuit heart hand sanoma tora sanoma tora slightly cordial upon occasion first meeting though noticeably paid attention sil vagis man helium particularly detest another sil vagis nasty little snob holds title teedwar though far ever able ascertain commands troops merely staff tor hatan principally presume great wealth father creatures put times peace war comes great warlord takes command fighting men rank riches count may sil vagis spoiled evening would spoil many others future nevertheless left palace tor hatan night feeling bordering upon elation sanoma tora s permission see fathers home duties would permit pay,Edgar Rice Burroughs,671
182,close quarters women passed three lines jaharian ships protected coating compound invisibility passed sentries city wall warriors upon watch towers upon ramparts palace jeddak without incident worthy note stopped jhama summit tower tavia indicated ten xats approximately thirty minutes dark said tavia find impractical remain constantly try return dark fallen whether successful finding sanoma tora shall attempt return jhama night fallen told possibility women s quarters might locked sunset reason entering palace daylight though much preferred risk nightfall tavia also assured entered women s quarters would difficulty leaving even locked doors could opened inside precaution locking taken fear inmates would,Edgar Rice Burroughs,712
183,efforts donations help see sections foundation information page wwwgutenbergorg section information project gutenberg literary archive foundation project gutenberg literary archive foundation nonprofit c educational corporation organized laws state mississippi granted tax exempt status internal revenue service foundation s ein federal tax identification number contributions project gutenberg literary archive foundation tax deductible full extent permitted us federal laws state s laws foundation s business office located north west salt lake city ut email contact links date contact information found foundation s website official page wwwgutenbergorgcontact section information donations project gutenberg literary archive foundation project depends upon survive without widespread public support,Edgar Rice Burroughs,802
184,meaning demanded made prisoners brought beckoned come divan reclined approached motioned sit beside seen tonight said represents three fates lie store ghron taken fancy giving choice yet quite understand said saw victim grill asked yes replied would care suffer fate scarcely saw unhappy ones bent broken dance cripples pursued answered see luxurious room would choose believe replied final alternative without conditions might make appear less attractive seems otherwise could possible question would choose right said conditions asked become officer palace jed conduct tortures similar witnessed pits palace guided whatever whim may possess master drew full height choose fire said knew,Edgar Rice Burroughs,688
185,man rushed room tul axtar pale breathing hard sight halted shrank back thought going turn run looked fearfully back open door turned trembling coming cried voice terror tear pieces coming demanded people said forced gates coming hear noise attracted attention hungry hordes jahar searching author misery jhama outside window said come aboard prisoner war take warlord barsoom kill wailed tul axtar assured stood looking moment could see eyes expression face reflection dawning idea countenance lightened looked almost hopeful come said first let get one thing take yonder cabinet hasten said went quickly cabinet tall affair reaching floor almost ceiling opened,Edgar Rice Burroughs,661
186,royalties use project gutenberg trademark charge anything copies ebook complying trademark license easy may use ebook nearly purpose creation derivative works reports performances research project gutenberg ebooks may modified printed given away may practically anything united states ebooks protected us copyright law redistribution subject trademark license especially commercial redistribution start full license full project gutenberg license please read distribute use work protect project mission promoting free distribution electronic works using distributing work work associated way phrase project gutenberg agree comply terms full project license available file online wwwgutenbergorglicense section general terms use redistributing project electronic works reading using part project,Edgar Rice Burroughs,794
187,helium inheriting restless inquiring mind earthborn sire awoke us best minds took challenge result rapid improvement design construction air ships classes leading revolution motor building thought light compact powerful radium motors never could improved upon man never would travel either safely economically speed greater attained swift oneman scout fliers eleven hundred haads per zode note approximately one hundred sixtysix earth miles per hour virtually unknown padwar navy helium announced perfected motor onehalf weight present motors would develop twice speed type motor scout flier equipped seemingly fuelless motor since derived invisible imponderable energy inexhaustible illimitable magnetic field planet certain basic features,Edgar Rice Burroughs,740
188,whispered thrust red man race prisoner voice girl instantly withdrew blade kneeled beside come help cut bonds said quick soon return feeling rapidly body found wrists ankles secured leather thongs drawing dagger quickly severed alone asked helped feet yes replied next room playing decide one shall belong moment came clank side arms adjoining room coming said must find us taking hand moved window entered apartment fortunately reconnoitered stepping avenue well us looked right along face building saw green martian warrior emerging main entrance evidently rattling side arms heard moved across adjoining apartment doorway another exit room asked low whisper yes,Edgar Rice Burroughs,664
189,literally set corners face halted twisted mouth imagined time intended smile succeeded making look horrible customary laid swords feet announced names cities hadron hastor nur jahar repeated ghron jed welcomes ghasta visitors find way beautiful city event therefore two illustrious warriors honor us visit seldom receive word outer world tell us journey transpiring upon surface barsoom us words manner solicitous host bent upon extending proper cordial welcome strangers could rid belying suggestion repulsive countenance though could less play part grateful appreciative guest told stories gave much news portions barsoom us familiar nur spoke looked assemblage great chamber mostly women many,Edgar Rice Burroughs,695
190,barsoomian night always brought behind cowl moments mutual consent heading southwesterly direction discussed eventual destination told tavia wished go jahar appeared much interested story abduction sanoma tora knowledge tul axtar customs jahar thought probable missing girl might found possibility rescuing another matter shook head dubiously obvious tavia desire return jahar yet put obstacles path search great objective fact gave jahar s position set nose flier upon right course great danger returning jahar asked danger great said master goes slave must follow master said slave let us consider rather comrades arms nice said simply pause comrades let warn going directly jahar,Edgar Rice Burroughs,682
191,came near us meantime discovered something accidentally leaning wall narrow end room found warm fact quite hot inferred flue chimney seen smoke issuing rose center tower wall chimney formed rear wall apartment discovery moment meant nothing us lights apartment cluros heavens upon opposite side tower prison almost total darkness sitting gloomy contemplation predicament wrapped unhappy thoughts heard footsteps apparently approaching came nearer nearer finally ceased adjoining apartment seemingly one next moment later scraping sound line light appeared bottom one side walls kept growing width finally realized entire partition wall rising opening saw first sandaled feet warriors finally little little entire,Edgar Rice Burroughs,712
192,gagged i sanoma tora crouched wall apparently overcome terror neither bound gagged warned come help tavia remained unbound instead sanoma tora different would outcome tul axtar s bid liberty revenge happened sure bound tul axtar securely could possibly freed yet must mistaken cursed carelessness upset plans might easily eventually spell doom helium disposed phao tavia tul axtar moved quickly controls ignoring sanoma tora passed view marked terror displayed could readily understand consider menace plans harmless free bound putting ship turned back toward jahar though understand mechanism destination control compass could cut made difference long remained controls effect compass might return,Edgar Rice Burroughs,698
193,s window ship carried lights course switched lights within cabin felt might impunity raise one upper hatches jhama lay upper deck foot two beneath sill tavia s window venturing replaced cloak invisibility light tavia s room placed ear close iron bars listened could hear sound heart sank within could removed part palace could haj alt come taken away shuddered mere suggestion cursed luck permitted escape blade eyes ears straining darkness feared make slightest sound though felt little likelihood open hatch would noticed surrounding darkness yet must ascertain whether tavia within room leaned close bars whispered name response tavia whispered time,Edgar Rice Burroughs,652
194,right hand fingers closed sheathing difficult stretch part harness front turret found could one hand free ship stopped could hope accomplish anything transpiring beneath could tavia safe even brief time power tul axtar thought drove frantic jhama must stopped inspiration came free hand unsnapped pocket pouch harness drawing still forward managed place opened pouch eye periscope immediately tul axtar blind could see nothing long reaction expected hoped came jhama slowed finally came stop lying partially upon forward hatch drew away front hoped would forward hatch would open closer waited glancing forward saw opening ports way could see navigate ship plan,Edgar Rice Burroughs,661
195,shall enter come called another girls behind gloomy walls lie food wine love food would entered far forbidding place food nur strode toward small door slowly withdrew one side beyond across black paved avenue rose buildings black volcanic rock avenue seemed deserted stepped within heard faint click lock door slid place behind us sudden foreboding ill made right hand seek hilt long sword viii spider ghasta moment stood undecided middle empty avenue looking us attention attracted narrow stairway running inside wall upon summit girls appeared welcomed us stairway girls coming six beautiful faces radiant happy smiles welcome instantly dispelled gloom,Edgar Rice Burroughs,654
196,length palace flanked intervals upon sides doorways doors open others closed ajar open doorways saw people apartments revealed others appeared vacant location noted carefully moved slowly along carefully observing every detail might later prove value us traversed twothirds long corridor man stepped doorway couple hundred feet ahead us officer apparently padwar guard halted middle corridor file warriors emerged doorway forming column twos marched direction officer bringing rear test disguises care risk open doorway left beyond could see one come said nur without accelerating speed walked nonchalantly chamber nur crossed threshold closed door behind saw young woman standing opposite side apartment,Edgar Rice Burroughs,704
197,willingly gladly raised fingers lips turned toward door sanoma tora laid detaining hand upon arm wait said someone coming hastily resumed cloak invisibility stepped one side room door leading corridor thrown open revealing one female courtiers tul axtar gorgeous harness woman entered room stepped one side doorway remained opened jeddak tul axtar jeddak jahar announced moment later tul axtar entered room followed half dozen female courtiers gross man repulsive features reflected combination strength weakness haughty arrogance pride doubt innate questioning ability faced sanoma tora courtiers formed behind masculine looking women evidently selected characteristic good looking masculine way physiques suggested might,Edgar Rice Burroughs,722
198,ajar opening saw portion interior circular apartment narrow windows heavily barred opposite opening upon pile sleeping silks furs saw woman reclining bare shoulder tiny ear head tousled hair visible first glance knew tavia s stepped apartment phao closed panel behind us attracted sound entrance quietly executed though tavia sat looked us recognized sprang feet eyes wide surprise exclamation upon lips silenced warning forefinger placed crossed apartment toward came meet almost running looked eyes saw expression never seen eyes woman least ever doubted tavia s friendship doubt would vanished instant doubted surprised realize depth sanoma tora ever looked like read love,Edgar Rice Burroughs,675
199,jahar ruins nur help set slaves work easily turn dozen torpedoes day completed immediately launched eventually find way jahar fleet doubt even takes year eventually find prey nothing chances get way suggested even pleasure derive revenge unable witness part heighoo thought replied phor tak one may everything may told demanded taking torpedoes aboard ship flying jahar replied exclaimed stubbornly shall way right interfere plans merely want help said attempting mollify conciliatory tone attitude another thought said nur suggests might expedient follow hadron s plans said phor tak means nur assured keen desire aid prompts suggestion well asked old man plan,Edgar Rice Burroughs,661
200,wind present blows violence allowed us escape scene unparalleled extraordinary struggle hans usual imperturbable calm remained helm uncle short time withdrawn absorbing reveries novel incidents sea fight fell back apparently brown study eyes fixed impatiently widespread ocean voyage became monotonous uniform dull become desire broken repetition perils adventures yesterday thursday august wind n n e blows irregularly changed fitful gusts temperature exceedingly high progressing average rate ten miles half per hour twelve oclock distant sound thunder fell upon ears make note fact without even venturing suggestion cause one continued roar sea falling mighty rocks far distance said professor dogmatically rock,Jules Verne,714
201,located melan dr s fairbanks ak volunteers employees scattered throughout numerous locations business office located north west salt lake city ut email business pglaforg email contact links date contact information found foundation s web site official page http pglaforg additional contact information dr gregory b newby chief executive director gbnewby pglaforg section information donations project gutenberg literary archive foundation project gutenbergtm depends upon survive without wide spread public support donations carry mission increasing number public domain licensed works freely distributed machine readable form accessible widest array equipment including outdated equipment many small donations particularly important maintaining tax exempt status irs,Jules Verne,767
202,innutritious grass next day ready door time welcome said hans tranquilly air automaton without expression one kiss another embraced host hostess nineteen children ceremony concluded satisfaction parties sat table twentyfour us somewhat crowded best two juveniles knees soon however inevitable soup placed table natural taciturnity common even icelandic babies prevailed else host filled plates portion lichen soup iceland moss means disagreeable flavor enormous lump fish floating sour butter came skyr kind curds whey served biscuits juniperberry juice drink blanda skimmed milk water hungry hungry way dessert finished basin thick oaten porridge soon meal children disappeared whilst grown people sat around,Jules Verne,709
203,irritated menacing professor hardwigg like ferocious ajax seemed defy fates however took upon interfere impose sort check upon insensate enthusiasm listen uncle said firm temperate tone voice must limit ambition utterly useless struggle impossible pray listen reason utterly unprepared sea voyage simply madness think performing journey five hundred leagues upon wretched pile beams counterpane sail paltry stick mast tempest contend totally incapable steering frail craft shall become mere plaything storm acting part madmen second time run risk upon dangerous treacherous central sea reasons arguments put together reasons arguments appeared unanswerable allowed go without interruption ten minutes explanation soon discovered professor,Jules Verne,738
204,go back sneffels may heaven give us strength enable us revisit light day would stood summit crater go back said uncle speaking must go back yes without losing single moment vehemently cried moments silence dark gloomy vault dear harry said professor singular tone voice drops water sufficed restore energy courage courage cried see quite downcast still give way discouragement despair man made projects entering fertile audacious brain discouraged sir give verge success cried never never shall said professor hardwigg retreated must make minds perish cried helpless sigh harry boy certainly go leave far desiring death take hans go alone i,Jules Verne,640
205,real names said coolest manner forest mushrooms close examination found mistaken judge development attained product damp hot soils heard lycoperdon giganteum reaches nine feet circumference white mushrooms nearly forty feet high tops equal dimensions grew countless thousands light could make way massive substance beneath reigned gloomy mystic darkness still wished go forward cold shades singular forest intense nearly hour wandered visible darkness length left spot returned shores lake light comparative warmth amazing vegetation subterraneous land confined gigantic mushrooms new wonders awaited us every step gone many hundred yards came upon mighty group trees discolored leaves common humble trees mother earth,Jules Verne,718
206,prepared baited hook cast line subterranean waters bait used small piece meat means concealed hook anxious long time doomed disappointment waters supplied fish important question decided answer came sudden rather hard tug hans coolly drew fish struggled violently escape fish cried uncle sturgeon cried certainly small sturgeon professor examined fish carefully noting every characteristic coincide opinion fish flat head round body lower extremities covered bony scales mouth wholly without teeth pectoral fins highly developed sprouted direct body properly speaking tail animal certainly belonged order naturalists class sturgeon differed fish many essential particulars uncle mistaken long patient examination said fish dear,Jules Verne,727
207,see lost forever cimmerian tenebrous shades wild plaintive cry escaped lips earth profound comparatively complete darkness light never allows complete destruction extinction power light diffuse subtle permeates everywhere whatever little may remain retina eye succeed finding place nothing absolute obscurity made blind every sense head wholly lost raised arms trying effects feeling getting cold stone wall painful extreme madness must taken possession knew began run fly rushing haphazard inextricable labyrinth always going downwards running wildly underneath terrestrial crust like inhabitant subterranean furnaces screaming roaring howling bruised pointed rocks falling picking covered blood seeking madly drink blood dripped torn features mad,Jules Verne,748
208,precautions fate cast upon shores shall leave without completely examined order understand remark must explain though driven back northern shore landed different spot starting point port gretchen must calculated much westward nothing therefore natural reasonable reconnoiter new shore upon unexpectedly landed let us go journey discovery cried leaving hans important operation started expedition distance foreshore high water foot rocks considerable would take half hours walking get one trudged along feet crushed innumerable shells every shape size dwelling place animals every period creation particularly noticed enormous shells carapaces turtle tortoise species diameter exceeded fifteen feet past ages belonged gigantic glyptodons pliocene,Jules Verne,745
209,jan mayen far frozen regions spitsbergen craters wanting many big enough vomit whole army wished know particular one towards making fearful velocity often think folly ever expected escape towards morning ascending motion became greater greater degree heat increased instead decreasing approached surface earth simply causes local wholly due volcanic influence style locomotion left mind doubt upon subject enormous force force several hundreds atmospheres produced vapors accumulated long compressed interior earth hoisting us upwards irresistible power though approaching light day fearful dangers exposed instant death appeared fate could expect contemplate soon dim sepulchral light penetrated vertical gallery became wider wider could,Jules Verne,738
210,assured us water eight days nine oclock morning quite ready rector huge wife servant never knew stood door see us appeared inflict us usual final kiss icelanders supreme astonishment adieu took shape formidable bill even counted use pastoral house really truly abominable dirty place ever worthy couple cheated robbed us like swiss innkeeper made us feel sum pay splendors hospitality uncle however paid without bargaining man made mind undertake voyage interior earth man haggle miserable rixdollars important matter settled hans gave signal departure moments later left stapi chapter ascent mount sneffels huge volcano first stage daring experiment five thousand feet,Jules Verne,669
211,augmentation temperature interior earth one degree every hundred feet certain local causes may considerably modify figure thus yakoust siberia remarked heat increases degree every thirtysix feet difference evidently depends conductibility certain rocks neighborhood extinct volcano remarked elevation temperature one degree every fiveandtwenty feet let us go upon calculation favorable calculate calculate away boy nothing easier said pulling notebook pencil nine times one hundred twentyfive feet make depth eleven hundred twentyfive feet archimedes could spoken geometrically well well according observations least ten thousand feet level sea possible either calculation correct truth figures calculations professor perfectly correct already six thousand feet deeper,Jules Verne,768
212,dread taken possession brain soul could look forward immediate catastrophe catastrophe even vivid imagination could thought idea first vague uncertain gradually changed certainty tremulously rejected first forced upon degrees extreme obstinacy terrible idea scarcely dared whisper yet certain involuntary observations determined convictions doubtful glare torch could make singular changes granitic strata strange terrible phenomenon produced electricity played part boiling water terrible excessive heat determined last resource examine compass compass gone mad yes wholly stark staring mad needle jumped pole pole sudden surprising jerks ran round said boxed compass ran suddenly back vertigo aware according best acknowledged theories received notion mineral,Jules Verne,761
213,creation name engraved every important stage glorious journey leads hopeful traveler direct great mighty discovery devoted energy courage audacious traveler shall follow footsteps last doubtless find initials engraved hand upon centre earth audacious traveler sign name upon spot upon central granite stone wondrous work creator justice devotion courage first indicate road let cape seen upon shores sea discovered called time cape saknussemm heard began roused pitch enthusiasm indicated words fierce excitement roused forgot everything dangers voyage perils return journey nothing another man done ages past could felt done determined nothing man accomplished appeared impossible forward forward cried burst genuine hearty,Jules Verne,724
214,route indicated great saknussemm going far wrong that question great immortal shakespeare following route indicated wondrous sage saknussemm ever fall great sheet water cross begin fear rivulet adopted guide led us wrong case never regret come thus far worth whole journey enjoyed magnificent spectacle something seen care nothing seeing magnificent spectacles came interior earth object object mean attain nt talk admiring scenery sentimental trash thought well hold tongue allow professor bite lips blood came without remark six oclock evening matteroffact guide hans asked week s salary receiving three rixdollars put carefully pocket perfectly contented satisfied sunday august nothing new record,Jules Verne,700
215,paragraph project gutenberg registered trademark may used associated way electronic work people agree bound terms agreement things project gutenbergtm electronic works even without complying full terms agreement see paragraph lot things project gutenbergtm electronic works follow terms agreement help preserve free future access project gutenbergtm electronic works see paragraph project gutenberg literary archive foundation foundation pglaf owns compilation copyright collection project gutenbergtm electronic works nearly individual works collection public domain united states individual work public domain united states located united states claim right prevent copying distributing performing displaying creating derivative works based work long references project gutenberg removed course hope,Jules Verne,801
216,expedition mere walk saturday june six oclock evening reached budir small town picturesquely situated shore ocean guide asked money uncle settled immediately family hans say uncles cousins german offered us hospitality exceedingly well received without taking much advantage goodness worthy people liked much rested fatigues journey uncle require rest idea anything kind despite fact next day sunday compelled mount steed soil affected neighborhood mountains whose granite peered ground like tops old oak skirting enormous base mighty volcano uncle never took eyes could keep gesticulating looking kind sullen defiance much say giant made mind conquer four hours steady traveling horses stopped,Jules Verne,694
217,thirty leagues traveled least thrice distance without discovering trace distant shore began understand uncle s anger going suddenly exclaimed professor progressing great discoveries utter loss time come home undertake party pleasure voyage raft pond annoys wearies called adventurous journey party pleasure great inland sea pond argued followed route indicated great saknussemm going far wrong that question great immortal shakespeare following route indicated wondrous sage saknussemm ever fall great sheet water cross begin fear rivulet adopted guide led us wrong case never regret come thus far worth whole journey enjoyed magnificent spectacle something seen care nothing seeing magnificent spectacles came interior,Jules Verne,719
218,grotto adorned magnificent stalagmites glittering colors rainbow floor soft silvery sand dim obscurity prevailed torch lamp lighted yet certain unexplained beams light penetrated without made way opening beautiful grotto moreover heard vague indefinite murmur like ebb flow waves upon strand sometimes verily believed could hear sighing wind began believe instead awake must dreaming surely brain affected fall occurred last twentyfour hours frenzied visions madness yet reflection trial faculties came conclusion could mistaken eyes ears could surely deceive ray blessed daylight said penetrated mighty fissure rocks meaning murmur waves unmistakable moaning saltsea billows hear plainly enough whistling wind altogether mistaken uncle,Jules Verne,736
219,idea admire art know make man happy keep well said giving time thoroughly appreciate marvels underground sea feel strong enough walk certainly ready answer nothing would give greater pleasure well boy said lean arm stroll along beach accepted offer eagerly began walk along shores extraordinary lake left abrupt rocks piled one upon stupendous titanic pile sides leaped innumerable cascades last becoming limpid murmuring streams lost waters lake light vapors rose floated fleecy clouds rock rock indicated hot springs also poured superfluity vast reservoir feet among recognized old faithful stream hansbach lost wild basin seemed flowing since creation world shall miss,Jules Verne,671
220,entered station heavy luggage taken weighed labeled placed huge van took tickets exactly seven oclock seated opposite firstclass railway carriage uncle said nothing busy examining papers among course famous parchment letters introduction danish consul pave way introduction governor iceland amusement looking window passed flat though fertile country occupation slightly monotonous three hours reached kiel baggage transferred steamer day us delay ten hours fact put uncle towering passion nothing walk pretty town bay length however went board half past ten steaming great belt dark night strong breeze rough sea nothing visible occasional fires shore lighthouse seven morning left korsor little town,Jules Verne,701
221,carried second apparatus also put operation ingenious application electricity practical purposes enabled us move along light artificial day amid even flow inflammable combustible gases forward cried uncle took burden hans went first uncle followed going third entered somber gallery engulf dismal passage lifted head tubelike shaft saw iceland sky never see last ever see sky stream lava flowing bowels earth forced passage tunnel lined whole inside thick brilliant coating electric light added greatly brilliancy effect great difficulty journey began prevent slipping steeply inclined plane happily cracks abrasures soil irregularities served place steps descended slowly allowing heavy luggage slip end long,Jules Verne,709
222,take much trouble knows may verge great discovery candid opinion rubbish opinion kept carefully uncle s choler pleasant bear time comparing book parchment manuscript volume smaller document written different hands said cryptograph much later date book undoubted proof correctness surmise irrefragable proof took first letter double added icelandic language twelfth century makes parchment two hundred years posterior volume circumstances appeared probable logical surmise appears probable sentence written owner book owner next important question perhaps great good luck may written somewhere volume words professor hardwigg took spectacles taking powerful magnifying glass examined book carefully fly leaf appeared blot ink examination proved,Jules Verne,743
